Id,Title, Budget , Revenue ,Original Language,Popularity,Production Countries,Production Companies,Genre 1,Genre 2,Genre 3,Genre 4,Release Date,Runtime,Status,Tagline,Vote Average,Vote Count,,,,,,
100,"Lock, Stock and Two Smoking Barrels","$1,350,000.00 ","$3,897,569.00 ",en,4.60786,  United Kingdom, Handmade Films Ltd.,Comedy,Crime,,,3/5/1998,105,Released,A Disgrace to Criminals Everywhere.,7.5,1671,,,,,,
30943,The Deep End of the Ocean,"$38,000,000.00 ","$28,121,100.00 ",en,5.78468,  United States of America, Columbia Pictures Corporation,Drama,Mystery,,,3/12/1999,106,Released,The search for her son was over. The search for her family was just beginning.,6,58,,,,,,
7341,The Rage: Carrie 2,"$21,000,000.00 ","$17,762,705.00 ",en,4.766591,  United States of America, United Artists,Horror,Thriller,Science,,3/11/1999,104,Released,Looks Can Kill,5.1,79,,,,,,
9540,Dead Ringers,"$13,000,000.00 ","$8,038,508.00 ",en,5.53202,  Canada, Téléfilm Canada,Drama,Horror,Thriller,,9/23/1988,115,Released,Two bodies. Two minds. One soul.,7,176,,,,,,
22345,Baby Geniuses,"$12,000,000.00 ","$36,450,736.00 ",en,7.707344,  United States of America, TriStar Pictures,Science,name:,name:,,3/12/1999,97,Released,Think innocent. Think helpless. Think again. Naps are history.,3.3,75,,,,,,
1641,Forces of Nature,"$75,000,000.00 ","$93,888,180.00 ",en,7.906035,  United States of America, DreamWorks SKG,Romance,Comedy,,,3/12/1999,105,Released,"He went from the eye of the storm, into the arms of a hurricane.",5.1,141,,,,,,
47288,The King and I,"$25,000,000.00 ","$12,000,000.00 ",en,1.466461,  United States of America, Rankin/Bass Productions,Animation,Drama,Family,,3/19/1999,87,Released,The All New Animated Family Spectacular Adapted From The Musical By Rodgers And Hammerstein,5,23,,,,,,
16520,The King and I,"$4,550,000.00 ","$21,300,000.00 ",en,7.630723,  United States of America, Twentieth Century Fox Film Corporation,Drama,Music,Romance,,6/29/1956,133,Released,More than your eyes have ever seen... More than your heart has ever known!,7.3,103,,,,,,
16379,The Mod Squad,"$50,000,000.00 ","$13,260,050.00 ",en,3.826503,  United States of America, Metro-Goldwyn-Mayer (MGM),Action,Mystery,Thriller,,3/26/1999,92,Released,First they broke the law. Now they are the law.,4.1,37,,,,,,
603,The Matrix,"$63,000,000.00 ","$463,517,383.00 ",en,33.366332,  Australia, Village Roadshow Pictures,Action,Science,,,3/30/1999,136,Released,Welcome to the Real World.,7.9,9079,,,,,,
4951,10 Things I Hate About You,"$16,000,000.00 ","$53,478,166.00 ",en,12.069966,  United States of America, Mad Chance,Comedy,Romance,Drama,,3/30/1999,97,Released,How do I loathe thee? Let me count the ways.,7.3,1768,,,,,,
8970,The Out-of-Towners,"$75,000,000.00 ","$29,000,000.00 ",en,9.019881,  United States of America, Paramount Pictures,Comedy,,,,4/2/1999,90,Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",5.1,46,,,,,,
11660,Following,"$6,000.00 ","$48,482.00 ",en,5.283661,  United Kingdom, Syncopy,Crime,Drama,Thriller,,9/12/1998,69,Released,,7.2,363,,,,,,
9430,Go,"$6,500,000.00 ","$28,451,622.00 ",en,8.344282,  United States of America, Columbia Pictures,Crime,Comedy,Thriller,,4/9/1999,98,Released,A weekend wasted is never a wasted weekend.,7,198,,,,,,
11355,Never Been Kissed,"$25,000,000.00 ","$84,565,230.00 ",en,7.257679,  United States of America, Fox  Pictures,Romance,Comedy,Drama,,4/9/1999,107,Released,A Comedy With Class.,5.8,378,,,,,,
18764,Twin Dragons,"$10,000,000.00 ","$8,359,717.00 ",cn,10.222076,  Hong Kong, Golden Way Films Ltd.,Comedy,Action,,,1/15/1992,89,Released,Twice the action!,6.2,72,,,,,,
9465,Cookie's Fortune,"$10,000,000.00 ","$10,920,544.00 ",en,3.380684,  United States of America, October Films,Comedy,Drama,Thriller,,1/22/1999,118,Released,"Welcome to Holly Springs... home of murder, mayhem and catfish enchiladas.",6.2,35,,,,,,
6522,Life,"$80,000,000.00 ","$73,345,029.00 ",en,7.579444,  United States of America, Imagine Entertainment,Comedy,Crime,,,4/16/1999,108,Released,Share it with someone you love.,6.4,179,,,,,,
1902,Open Your Eyes,"$2,900,000.00 ","$368,234.00 ",es,8.842959,  Spain, Les Films Alain Sarde,Drama,Thriller,,,12/19/1997,117,Released,,7.4,211,,,,,,
39964,Lost & Found,$1.00 ,$100.00 ,en,1.337096,  United States of America, Alcon Entertainment,Comedy,Romance,,,4/23/1999,95,Released,A comedy about a guy who would do anything to get the girl of his dreams - and did!,4.9,26,,,,,,
1946,eXistenZ,"$15,000,000.00 ","$2,856,712.00 ",en,11.446138,  Canada, Alliance Atlantis Communications,Action,Thriller,Science,,4/14/1999,97,Released,Play it. Live it. Kill for it.,6.7,487,,,,,,
1844,Entrapment,"$66,000,000.00 ","$212,404,396.00 ",en,10.62333,  United Kingdom, Fountainbrge Films,Romance,Drama,Mystery,,4/29/1999,112,Released,The trap is set.,6,613,,,,,,
6552,Idle Hands,"$25,000,000.00 ","$4,152,230.00 ",en,6.851628,  United States of America, Columbia Pictures Corporation,Thriller,Comedy,Horror,,4/30/1999,92,Released,The touching story of a boy and his right hand.,6.1,183,,,,,,
3309,Mildred Pierce,"$1,453,000.00 ","$5,638,000.00 ",en,4.497049,  United States of America, Warner Bros.,Crime,Drama,,,9/24/1945,111,Released,A mother's love leads to murder,7.4,81,,,,,,
18462,Night of the Comet,"$3,000,000.00 ","$14,418,922.00 ",en,4.947043,  United States of America, Thomas Coleman and Michael Rosenblatt Productions,Comedy,Horror,Science,,11/16/1984,95,Released,They came. They Shopped. They saved the world!,6.1,94,,,,,,
8592,Dick Tracy,"$47,000,000.00 ","$103,738,726.00 ",en,8.304776,  United States of America, Touchstone Pictures,Adventure,Action,Comedy,Thriller,6/15/1990,103,Released,Their turf. Their game. Their rules. They didn't count on HIS law...,5.9,258,,,,,,
564,The Mummy,"$80,000,000.00 ","$415,885,488.00 ",en,23.984065,  United States of America, Universal Pictures,Adventure,Action,Fantasy,,4/16/1999,124,Released,The legend you know. The adventure you have yet to imagine.,6.6,2796,,,,,,
13852,The Castle,"$786,675.00 ","$861,789.00 ",en,4.337545,  Australia, Working Dog,Drama,Comedy,,,4/10/1997,85,Released,Ordinary Family. Extraordinary Story.,7.4,69,,,,,,
4927,Edge of Seventeen,"$1,500,000.00 ","$870,751.00 ",en,1.666469,  United States of America, TLA Releasing,Comedy,Drama,Romance,,5/14/1998,99,Released,,5.7,29,,,,,,
1893,Star Wars: Episode I - The Phantom Menace,"$115,000,000.00 ","$924,317,558.00 ",en,15.649091,  United States of America, Lucasfilm,Adventure,Action,Science,,5/19/1999,136,Released,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,6.4,4526,,,,,,
1924,Superman,"$55,000,000.00 ","$300,218,018.00 ",en,15.460102,  United Kingdom, Warner Bros.,Action,Adventure,Fantasy,Science,12/13/1978,143,Released,You'll Believe a Man Can Fly!,6.9,1042,,,,,,
8536,Superman II,"$54,000,000.00 ","$190,458,706.00 ",en,10.301621,  United Kingdom, Warner Bros.,Action,Adventure,Fantasy,Science,12/4/1980,127,Released,The Man of Steel meets his match!,6.5,642,,,,,,
9531,Superman III,"$39,000,000.00 ","$75,850,624.00 ",en,9.614638,  United Kingdom, Warner Bros.,Comedy,Action,Adventure,Fantasy,6/17/1983,125,Released,If the world's most powerful computer can control even Superman...no one on earth is safe.,5.3,500,,,,,,
11411,Superman IV: The Quest for Peace,"$17,000,000.00 ","$19,300,000.00 ",en,7.990679,  United Kingdom, Cannon Films,Action,Adventure,Science,,7/23/1987,90,Released,"Nuclear Power. In the best hands, it is dangerous. In the hands of Lex Luthor, it is pure evil. This is Superman's greatest battle. And it is for all of us.",4.1,327,,,,,,
138,Dracula,"$355,000.00 ","$1,012,189.00 ",en,7.503126,  United States of America, Universal Pictures,Horror,,,,2/12/1931,72,Released,The story of the strangest passion the world has ever known!,7.2,254,,,,,,
3035,Frankenstein,"$291,000.00 ","$12,000,000.00 ",en,8.091603,  United States of America, Universal Pictures,Drama,Horror,Science,,11/21/1931,71,Released,The man who made a monster.,7.3,295,,,,,,
36685,The Rocky Horror Picture Show,"$1,200,000.00 ","$112,892,319.00 ",en,8.699428,  United Kingdom, Twentieth Century Fox Film Corporation,Comedy,Horror,Music,Science,8/14/1975,100,Released,A Different Set Of Jaws.,7.4,703,,,,,,
30168,It Came from Hollywood,"$5,000,000.00 ","$2,091,037.00 ",en,1.629796,  United States of America, Paramount Pictures,Comedy,Documentary,,,12/10/1982,80,Released,We're going to make you LAUGH.,6,12,,,,,,
8974,The War of the Worlds,"$2,000,000.00 ","$2,000,000.00 ",en,5.609399,  United States of America, Paramount Pictures,Horror,Science,name:,,8/13/1953,85,Released,Amazing! terrifying! The most savage spectacle of all time!,6.8,172,,,,,,
509,Notting Hill,"$42,000,000.00 ","$363,889,678.00 ",en,9.874043,  United Kingdom, Bookshop Productions,Romance,Comedy,Drama,,5/13/1999,124,Released,Can the most famous film star in the world fall for the man on the street?,7,1309,,,,,,
1090,The Thirteenth Floor,"$16,000,000.00 ","$18,564,088.00 ",en,9.356587,  United States of America, Columbia Pictures,Thriller,Science,name:,,4/16/1999,100,Released,Question reality. You can go there even though it doesn't exist.,6.8,381,,,,,,
62676,Limbo,"$8,000,000.00 ","$1,997,807.00 ",en,1.969282,,,Adventure,Drama,Thriller,,6/4/1999,126,Released,The Only Thing More Dangerous Than Death... Is Survival.,7,17,,,,,,
817,Austin Powers: The Spy Who Shagged Me,"$33,000,000.00 ","$310,940,086.00 ",en,13.984182,  United States of America, New Line Cinema,Adventure,Comedy,Crime,Science,6/8/1999,95,Released,"I'm back, baby!",6.1,1034,,,,,,
14283,The Red Violin,"$18,000,000.00 ","$9,495,408.00 ",en,7.725843,  Canada, Rhombus Media,Drama,Thriller,Mystery,Music,9/10/1998,131,Released,,7.2,101,,,,,,
37135,Tarzan,"$150,000,000.00 ","$448,000,000.00 ",en,12.453452,  United States of America, Walt Disney Pictures,Adventure,Animation,Drama,Family,6/18/1999,88,Released,An immortal legend. As you've only imagined.,7.1,1715,,,,,,
2275,The General's Daughter,"$60,000,000.00 ","$149,705,852.00 ",en,14.039655,  Germany, Paramount Pictures,Crime,Drama,Mystery,Thriller,6/18/1999,116,Released,Go behind the lies.,6.1,209,,,,,,
24137,An Ideal Husband,"$14,000,000.00 ","$18,535,191.00 ",en,3.873796,  United Kingdom, Miramax Films,Drama,Comedy,Romance,,4/15/1999,97,Released,He just doesn't know it yet.,6.3,47,,,,,,
104,Run Lola Run,"$1,530,000.00 ","$7,267,585.00 ",de,7.765379,  Germany, X-Filme Creative Pool,Action,Drama,Thriller,,8/20/1998,81,Released,Every second of every day you're faced with a decision that can change your life.,7.2,672,,,,,,
9032,Big Daddy,"$34,200,000.00 ","$234,801,895.00 ",en,8.011869,  United States of America, Columbia Pictures,Comedy,Drama,,,6/25/1999,93,Released,Nature called. Look who answered.,6.2,898,,,,,,
9421,The Dinner Game,"$12,500,000.00 ","$78,599,508.00 ",fr,6.122739,  France, Gaumont,Comedy,,,,4/15/1998,80,Released,,7.7,408,,,,,,
6488,Arachnophobia,"$31,000,000.00 ","$53,208,180.00 ",en,5.418428,  United States of America, Amblin Entertainment,Comedy,Horror,,,8/9/1990,103,Released,"Eight legs, two fangs, and an attitude.",6.2,445,,,,,,
8487,Wild Wild West,"$170,000,000.00 ","$222,104,681.00 ",en,9.887602,  United States of America, Todman,Action,Adventure,Comedy,Science,6/29/1999,106,Released,It's a whole new west.,5.1,1042,,,,,,
2105,American Pie,"$11,000,000.00 ","$235,483,004.00 ",en,18.344227,  United States of America, Universal Pictures,Comedy,Romance,,,7/9/1999,95,Released,There's nothing like your first piece.,6.4,2358,,,,,,
10208,Muppets from Space,"$24,000,000.00 ","$16,290,976.00 ",en,7.531668,  United States of America, Columbia Pictures,Fantasy,Comedy,Science,,7/14/1999,87,Released,Space. It's not as deep as you think.,5.8,94,,,,,,
2667,The Blair Witch Project,"$60,000.00 ","$248,000,000.00 ",en,14.838386,  United States of America, Artisan Entertainment,Horror,Mystery,,,7/14/1999,81,Released,The scariest movie of all time is a true story.,6.3,1090,,,,,,
345,Eyes Wide Shut,"$65,000,000.00 ","$162,091,208.00 ",en,13.268484,  United Kingdom, Hobby Films,Mystery,Drama,,,7/14/1999,159,Released,Cruise. Kidman. Kubrick.,7.1,1266,,,,,,
9825,Lake Placid,"$27,000,000.00 ","$56,870,414.00 ",en,13.787108,  United States of America, Fox  Pictures,Horror,Comedy,Action,Science,7/15/1999,82,Released,You'll never know what bit you.,5.5,251,,,,,,
16158,The Wood,"$6,000,000.00 ","$25,059,640.00 ",en,4.414077,  United States of America, MTV Films,Comedy,Drama,Romance,,7/16/1999,106,Released,From best friends to best men.,7.1,34,,,,,,
620,Ghostbusters,"$30,000,000.00 ","$295,212,467.00 ",en,22.089729,  United States of America, Columbia Pictures Corporation,Comedy,Fantasy,,,6/7/1984,107,Released,They ain't afraid of no ghost.,7.3,2431,,,,,,
2978,Ghostbusters II,"$37,000,000.00 ","$215,394,738.00 ",en,16.414239,  United States of America, Columbia Pictures Corporation,Comedy,Fantasy,,,6/15/1989,108,Released,We're back!,6.3,1131,,,,,,
10490,Drop Dead Gorgeous,"$10,000,000.00 ","$10,571,408.00 ",en,6.396767,  United States of America, New Line Cinema,Comedy,,,,7/23/1999,98,Released,The battle between the good and the bad is bound to get ugly.,6.5,88,,,,,,
11618,The Haunting,"$80,000,000.00 ","$91,188,905.00 ",en,8.967638,  United States of America, DreamWorks,Horror,Thriller,Fantasy,Mystery,7/23/1999,113,Released,Some houses are born bad.,5.2,374,,,,,,
1812,Trick,"$450,000.00 ","$2,049,595.00 ",en,2.493289,  United States of America, Fine Line Features,Comedy,Romance,,,7/23/1999,89,Released,A story about two guys trying to make it in the big city.,6.7,24,,,,,,
8914,Deep Blue Sea,"$60,000,000.00 ","$73,648,228.00 ",en,7.493615,  Australia, Village Roadshow Pictures,Action,Science,name:,,7/28/1999,105,Released,Bigger. Smarter. Faster. Meaner.,5.6,616,,,,,,
9824,Mystery Men,"$68,000,000.00 ","$29,762,011.00 ",en,10.466306,  United States of America, Universal Pictures,Adventure,Fantasy,Action,Comedy,8/6/1999,121,Released,"We're not your classic heroes, we're the other guys.",5.7,255,,,,,,
4806,Runaway Bride,"$70,000,000.00 ","$309,457,509.00 ",en,8.919469,  United States of America, Paramount Pictures,Comedy,Romance,,,7/30/1999,116,Released,Catch her if you can.,5.8,472,,,,,,
967,Spartacus,"$12,000,000.00 ","$60,000,000.00 ",en,11.110376,  United States of America, Bryna Productions,Action,Drama,History,,10/6/1960,197,Released,More titanic than any story ever told!,7.3,472,,,,,,
802,Lolita,"$2,000,000.00 ","$9,250,000.00 ",en,9.551293,  United Kingdom, Seven Arts Productions,Drama,Romance,,,6/13/1962,153,Released,How did they ever make a movie of ...,7.3,409,,,,,,
3175,Barry Lyndon,"$11,000,000.00 ","$20,000,000.00 ",en,14.003467,  United Kingdom, Hawk Films,Drama,Romance,War,,12/18/1975,184,Released,At long last Redmond Barry became a gentleman - and that was his tragedy.,7.7,521,,,,,,
21185,Vibes,"$1,884,000.00 ","$1,883,811.00 ",en,7.368928,  Ecuador, Imagine Entertainment,Romance,Action,Comedy,,8/5/1988,99,Released,The psychic comedy that's out of its mind.,6,10,,,,,,
10136,The Golden Child,"$25,000,000.00 ","$79,817,939.00 ",en,8.236472,  United States of America, Paramount Pictures,Action,Adventure,Comedy,,12/12/1986,94,Released,Eddie Murphy is the chosen one.,5.6,311,,,,,,
873,The Color Purple,"$15,000,000.00 ","$146,292,009.00 ",en,11.573562,  United States of America, Amblin Entertainment,Drama,,,,12/18/1985,154,Released,It's about life. It's about love. It's about us.,7.7,345,,,,,,
108312,Native Son,"$2,000,000.00 ","$1,301,121.00 ",en,0.910047,  United States of America, American Playhouse,Drama,,,,12/24/1986,111,Released,,2,2,,,,,,
11416,The Mission,"$24,500,000.00 ","$17,218,023.00 ",en,11.241995,  France, Goldcrest Films International,Adventure,Drama,Action,History,9/29/1986,126,Released,,7.1,295,,,,,,
10776,Little Shop of Horrors,"$25,000,000.00 ","$38,748,395.00 ",en,7.409179,  United States of America, The Geffen Company,Horror,Comedy,Music,,12/19/1986,94,Released,Don't feed the plants.,6.7,389,,,,,,
16406,Dick,"$13,000,000.00 ","$27,500,000.00 ",en,3.960622,  Canada, Columbia Pictures,Comedy,,,,8/4/1999,94,Released,The unmaking of the president,5.7,67,,,,,,
10386,The Iron Giant,"$70,000,000.00 ","$23,159,305.00 ",en,15.441459,  United States of America, Warner Bros. Animation,Adventure,Animation,Family,Fantasy,8/6/1999,86,Released,It came from outer space!,7.6,1470,,,,,,
745,The Sixth Sense,"$40,000,000.00 ","$672,806,292.00 ",en,18.449169,  United States of America, Spyglass Entertainment,Mystery,Thriller,Drama,,8/6/1999,107,Released,Not every gift is a blessing.,7.7,3223,,,,,,
913,The Thomas Crown Affair,"$48,000,000.00 ","$124,305,181.00 ",en,10.961226,  United States of America, Irish Dreamtime,Drama,Crime,Romance,,8/6/1999,113,Released,How do you get the man who has everything?,6.7,349,,,,,,
17707,Brokedown Palace,"$25,000,000.00 ","$13,000,000.00 ",en,6.570918,  United States of America, Twentieth Century Fox Film Corporation,Drama,Thriller,,,8/13/1999,100,Released,"Their graduation present was a trip to paradise, but they never thought they would land in hell.",6.2,115,,,,,,
9781,Detroit Rock City,"$6,500,000.00 ","$4,217,115.00 ",en,6.074832,  United States of America, New Line Cinema,Comedy,Music,,,8/13/1999,95,Released,Kiss The Rules Goodbye.,6.7,102,,,,,,
48781,Never Talk to Strangers,"$6,400,000.00 ",$6.00 ,en,7.506958,  United States of America, TriStar Pictures,Thriller,Romance,,,10/20/1995,86,Released,"In A World Where Love Isn't Always Safe, Trust Can Be Deadly.",4.7,31,,,,,,
29056,The Raven,"$350,000.00 ","$1,499,275.00 ",en,4.817514,  United States of America, Alta Vista Productions,Comedy,Fantasy,Horror,,1/25/1963,86,Released,The Macabre Masterpiece of Terror!,6.3,56,,,,,,
28501,The Pit and the Pendulum,"$200,000.00 ","$2,000,000.00 ",en,4.392322,  United States of America, Alta Vista Productions,Fantasy,Horror,Drama,,8/12/1961,80,Released,Betrayal cuts both ways!,6.9,67,,,,,,
10766,Damien: Omen II,"$6,800,000.00 ","$26,518,355.00 ",en,10.235373,  United States of America, Twentieth Century Fox Film Corporation,Action,Drama,Horror,Thriller,6/9/1978,107,Released,The first time was only a warning.,6.1,170,,,,,,
813,Airplane!,"$3,500,000.00 ","$83,453,539.00 ",en,13.063203,  United States of America, Paramount Pictures,Comedy,,,,7/2/1980,88,Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",7.1,1104,,,,,,
9406,An American Werewolf in Paris,"$22,000,000.00 ","$26,570,463.00 ",en,7.145784,  France, Hollywood Pictures,Horror,Comedy,,,12/25/1997,105,Released,Things are about to get a little hairy.,5.3,154,,,,,,
11153,National Lampoon's Vacation,"$15,000,000.00 ","$61,399,552.00 ",en,7.747432,  United States of America, Warner Bros.,Comedy,Adventure,Romance,,7/28/1983,98,Released,Every summer Chevy Chase takes his family on a little trip. This year he went too far.,7.1,412,,,,,,
2280,Big,"$18,000,000.00 ","$151,668,774.00 ",en,9.562292,  United States of America, Gracie Films,Fantasy,Drama,Comedy,Romance,6/3/1988,104,Released,You're Only Young Once But For Josh It Might Just Last A Lifetime.,6.9,1022,,,,,,
9944,The Pelican Brief,"$45,000,000.00 ","$195,268,056.00 ",en,8.708306,  United States of America, Warner Bros.,Drama,Mystery,Thriller,Crime,12/16/1993,141,Released,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,6.3,377,,,,,,
10342,Teaching Mrs. Tingle,"$13,000,000.00 ","$8,946,237.00 ",en,8.345784,  United States of America, Konrad Pictures,Comedy,Thriller,,,8/11/1999,96,Released,"This summer, the teacher from hell is about to get taught a lesson.",5.3,94,,,,,,
10366,Universal Soldier: The Return,"$45,000,000.00 ","$10,667,893.00 ",en,7.805145,  United States of America, TriStar Pictures,Action,Science,,,8/5/1999,82,Released,Prepare to become obsolete,4.2,138,,,,,,
22314,In Too Deep,"$7,000,000.00 ","$14,011,454.00 ",en,1.615319,  United States of America, Suntaur Entertainment Company,Drama,Action,Thriller,Crime,8/25/1999,97,Released,,6.3,18,,,,,,
1911,The 13th Warrior,"$160,000,000.00 ","$61,698,899.00 ",en,10.308026,  United States of America, Touchstone Pictures,Adventure,Fantasy,Action,,8/27/1999,102,Released,Prey for the living.,6.4,524,,,,,,
2900,The Astronaut's Wife,"$75,000,000.00 ","$19,598,588.00 ",en,14.705865,  United States of America, New Line Cinema,Drama,Science,name:,,8/26/1999,109,Released,How well do you know the one you love?,5.5,263,,,,,,
2162,Chill Factor,"$70,000,000.00 ","$11,263,966.00 ",en,3.062626,  United States of America, Warner Bros.,Action,Comedy,Thriller,,9/1/1999,101,Released,"This Fall, Action is served on the rocks, with a twist.",5.3,30,,,,,,
14578,Outside Providence,"$7,000,000.00 ","$7,292,175.00 ",en,3.10924,  United States of America, Miramax Films,Romance,Comedy,Drama,,8/16/1999,96,Released,Tim's getting a future... whether he likes it or not!,5.6,30,,,,,,
10307,Stigmata,"$29,000,000.00 ","$50,041,732.00 ",en,9.304144,  United States of America, FGM Entertainment,Horror,,,,9/10/1999,103,Released,The messenger must be silenced.,6,248,,,,,,
11601,Stir of Echoes,"$12,000,000.00 ","$21,133,087.00 ",en,5.875606,  United States of America, Artisan Entertainment,Horror,Mystery,Thriller,,9/10/1999,99,Released,In every mind there is a door that should never be opened.,6.5,334,,,,,,
26522,A Soldier's Story,"$6,000,000.00 ","$21,821,347.00 ",en,12.019262,  United States of America, Columbia Pictures Corporation,Drama,Mystery,War,,9/14/1984,101,Released,"Alone, far from home, and far from justice, he has three days to learn the truth about a murder...and the truth is a story you won't forget.",6.2,54,,,,,,
14,American Beauty,"$15,000,000.00 ","$356,296,601.00 ",en,20.726578,  United States of America, DreamWorks SKG,Drama,,,,9/15/1999,122,Released,Look closer.,7.9,3438,,,,,,
24128,Stop Making Sense,"$1,200,000.00 ","$4,978,922.00 ",en,2.359569,  United States of America, Talking Heads,Documentary,Music,,,11/16/1984,88,Released,Why stop making sense? Why a movie? Why a big suit? Where do the odd movements come from? What will the band do next?,8.7,47,,,,,,
11001,Blue Streak,"$65,000,000.00 ","$117,758,500.00 ",en,6.229424,  Germany, Columbia Pictures,Action,Comedy,Crime,,9/17/1999,93,Released,He's A Cop That's Not.,6.1,359,,,,,,
9453,Caligula,"$17,500,000.00 ","$23,438,120.00 ",en,11.157288,  Italy, Penthouse Films International,Drama,History,Romance,,1/21/1979,156,Released,What would you have done if you had been given absolute power of life and death over everybody else in the whole world?,5.3,147,,,,,,
704,A Hard Day's Night,"$560,000.00 ","$12,299,668.00 ",en,5.719266,  United Kingdom, Proscenium Films,Comedy,Music,,,7/6/1964,88,Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",7.3,172,,,,,,
24153,The Buddy Holly Story,"$1,200,000.00 ","$14,363,400.00 ",en,2.017413,  United States of America, Columbia Pictures,Drama,,,,5/18/1978,113,Released,"His Story Will Have You Singing, Laughing, Crying, Cheering And Stomping Your Feet.",7.5,33,,,,,,
11797,Fright Night,"$9,000,000.00 ","$24,922,237.00 ",en,7.472509,  United States of America, Columbia Pictures,Horror,,,,8/2/1985,106,Released,There are some very good reasons to be afraid of the dark.,6.9,279,,,,,,
10669,Deliverance,"$2,000,000.00 ","$46,122,355.00 ",en,8.476681,  United States of America, Warner Bros.,Drama,Adventure,Thriller,,7/30/1972,109,Released,What did happen on the Cahulawassee River?,7.2,441,,,,,,
11527,Excalibur,"$11,000,000.00 ","$34,967,437.00 ",en,8.800455,  United Kingdom, Orion Pictures,Fantasy,Adventure,,,4/10/1981,140,Released,Forged by a god. Foretold by a wizard. Found by a king.,7.1,241,,,,,,
28032,Thumbelina,"$28,000,000.00 ","$11,373,501.00 ",en,13.856199,  Ireland, Warner Bros.,Animation,Drama,Family,Fantasy,3/30/1994,87,Released,Follow your heart and nothing is impossible.,6.1,117,,,,,,
11326,Tommy,"$5,000,000.00 ","$34,251,525.00 ",en,6.335814,  United Kingdom, Columbia Pictures,Drama,Music,,,3/19/1975,111,Released,Your senses will never be the same.,6.5,69,,,,,,
10398,Double Jeopardy,"$70,000,000.00 ","$177,841,558.00 ",en,10.876463,  Canada, Paramount Pictures,Crime,Drama,Mystery,Thriller,9/24/1999,105,Released,Murder isn't always a crime.,6.2,282,,,,,,
60994,Guinevere,"$2,600,000.00 ","$614,202.00 ",en,4.004968,  United States of America, Miramax Films,Drama,Romance,,,9/4/1999,104,Released,He was her first love... she was his last.,5.9,9,,,,,,
14429,Drive Me Crazy,"$8,000,000.00 ","$22,593,409.00 ",en,4.606395,  United States of America, Twentieth Century Fox Film Corporation,Drama,Comedy,Romance,Family,10/1/1999,91,Released,The last guy she wants is the only one she needs.,5.8,62,,,,,,
15198,"Mystery, Alaska","$28,000,000.00 ","$8,888,143.00 ",en,4.512767,  Canada, Hollywood Pictures,Drama,Comedy,,,10/1/1999,119,Released,A Small Town on the Outskirts of Greatness.,6,71,,,,,,
6415,Three Kings,"$75,000,000.00 ","$108,000,000.00 ",en,12.287636,  United States of America, Village Roadshow Pictures,Action,Adventure,Comedy,,9/27/1999,114,Released,It's good to be King.,6.6,709,,,,,,
24066,"Happy, Texas","$1,700,000.00 ","$1,943,649.00 ",en,2.939685,  United States of America, Miramax Films,Comedy,Crime,,,12/3/1999,98,Released,Escaped convicts disguised as beauty pageant experts? This could get ugly,5.5,39,,,,,,
10349,The Dark Half,"$15,000,000.00 ","$10,611,160.00 ",en,13.412785,  United States of America, Orion Pictures,Mystery,Horror,,,4/23/1993,122,Released,There are very good reasons to be afraid of the dark.,5.4,91,,,,,,
29787,Monkey Shines,"$7,000,000.00 ","$5,344,577.00 ",en,8.120652,  United States of America, Orion Pictures,Thriller,Drama,Horror,Science,7/29/1988,113,Released,"Once there was a man whose prison was a chair. The man had a monkey, they made the strangest pair. The monkey ruled the man, it climbed inside his head. And now as fate would have it, one of them is dead.",6.2,58,,,,,,
9638,Phantasm,"$300,000.00 ","$11,988,469.00 ",en,6.609336,  United States of America, AVCO Embassy Pictures,Horror,Science,,,3/28/1979,89,Released,"If this one doesn’t scare you, you’re already dead.",6.5,166,,,,,,
10576,Psycho II,"$5,000,000.00 ","$34,725,000.00 ",en,6.370495,  United States of America, Universal Pictures,Horror,Mystery,Thriller,,6/3/1983,113,Released,"It's 22 years later, and Norman Bates is finally coming home.",6,128,,,,,,
12618,Random Hearts,"$64,000,000.00 ","$74,608,570.00 ",en,4.140398,  United States of America, Columbia Pictures,Drama,Romance,,,10/8/1999,133,Released,In a perfect world...they never would have met.,5.3,63,,,,,,
226,Boys Don't Cry,"$2,000,000.00 ","$11,540,607.00 ",en,6.536006,  United States of America, Fox Searchlight Pictures,Crime,Drama,,,9/2/1999,118,Released,A true story about finding the courage to be yourself.,7.2,360,,,,,,
10388,The Limey,"$10,000,000.00 ","$3,193,102.00 ",en,7.807741,  United States of America, Artisan Entertainment,Action,Crime,Drama,Mystery,5/15/1999,89,Released,Vengeance knows no boundaries.,6.6,110,,,,,,
9346,Risky Business,"$6,200,000.00 ","$63,541,777.00 ",en,6.505209,  United States of America, Geffen Company,Comedy,Romance,,,8/5/1983,98,Released,"Time of your life, Huh Kid.",6.4,340,,,,,,
861,Total Recall,"$65,000,000.00 ","$261,317,921.00 ",en,12.954444,  United States of America, TriStar Pictures,Action,Adventure,Science,,6/1/1990,113,Released,"They stole his mind, now he wants it back.",7.1,1745,,,,,,
